"AT3G03960",8
"AT5G62460",11
"AT2G21970",58
"AT5G17910",36
"AT3G02710",176
"AT5G13000",62
"AT1G01060",24
"AT5G19850",24
"AT2G29120",27
"AT2G44840",6
"AT2G30990",8
"AT3G17000",22
"AT2G38240",271
"AT4G38960",729
"AT5G58430",15
"AT1G68680",190
"AT3G23600",28
"AT1G80240",25
"AT4G33470",34
"AT4G08560",27
"AT3G26560",10
"AT4G33430",34
"AT5G01770",12
"AT3G55520",13
"AT4G02715",3
"AT2G29340",709
"AT1G33610",15
"AT2G23320",40
"AT4G07820",21
"AT5G49730",9
"AT2G38080",50
"AT5G60410",3
"AT4G15975",694
"AT3G13950",84
"AT1G33760",6
"AT5G01530",4
"AT1G64650",3
"AT3G01290",12
"AT3G45040",6
"AT3G48730",4
"AT2G03870",1
"AT1G27140",678
"AT4G11420",10
"AT5G07440",40
"AT5G54610",20
"AT1G56510",189
"AT1G18070",5
"AT3G02760",2
"AT2G17040",12
"AT4G15460",21
"AT3G11430",26
"AT5G39090",80
"AT2G39820",657
"AT5G59160",5
"AT3G54900",7
"AT1G07070",30
"AT5G13710",188
"AT1G04430",19
"AT3G51980",35
"AT2G21120",6
"AT4G37830",1
"AT4G14420",35
"AT3G33002",43
"AT1G32070",72
"AT2G36480",3
"AT3G15360",4
"AT5G09480",26
"AT1G73370",148
"AT3G30390",3
"AT3G08030",52
"AT3G20570",140
"AT1G48350",4
"AT1G07370",17
"AT2G33220",123
"AT2G33250",122
"AT2G41220",2
"AT1G20200",280
"AT1G43170",8
"AT2G36210",262
"AT5G35735",279
"AT3G43300",45
"AT1G76100",4
"AT3G14200",41
"AT5G59380",171
"AT4G36080",2
"AT2G34300",5
"AT3G06420",601
"AT4G12960",599
"AT4G39230",597
"AT3G25690",29
"AT3G03950",596
"AT5G47700",8
"AT5G39210",4
"AT2G31460",5
"AT5G11990",101
"AT1G75350",4
"AT5G22950",587
"AT5G61820",586
"AT1G09630",75
"AT5G44720",28
"AT2G17220",6
"AT2G36160",8
"AT2G37470",17
"AT1G09070",12
"AT3G59970",16
"AT1G03140",21
"AT4G29010",3
"AT2G37130",7
"AT5G20790",38
"AT5G14030",9
"AT4G05420",8
"AT1G16560",45
"AT1G51890",47
"AT4G22880",102
"AT1G21570",21
"AT2G23680",27
"AT1G56630",562
"AT3G20770",161
"AT4G00570",45
"AT3G50300",557
"AT1G12610",32
"AT5G64200",554
"AT2G32060",8
"AT3G53800",9
"AT3G02130",277
"AT3G54720",545
"AT3G54750",17
"AT2G19760",541
"AT3G48560",54
"AT3G26570",538
"AT2G27730",1
"AT4G11800",535
"AT3G13460",146
"AT5G48680",1
"AT1G61120",271
"AT4G24270",2
"AT1G13980",48
"AT4G17085",1
"AT5G02760",524
"AT1G31580",20
"AT5G23310",9
"AT5G10380",20
"AT2G45710",1
"AT4G01560",5
"AT1G43860",510
"AT3G52580",8
"AT3G63140",4
"AT2G02860",15
"AT3G54110",269
"AT3G46630",502
"AT1G69930",6
"AT5G01590",4
"AT5G64810",20
"AT2G43780",1
"AT5G45310",495
"AT4G37300",4
"AT1G48320",267
"AT3G07870",494
"AT2G26930",7
"AT4G26910",34
"AT1G60770",8
"AT1G52120",265
"AT4G20330",264
"AT2G38270",493
"AT1G01080",9
"AT4G39090",13
"AT4G28260",36
"AT4G18440",254
"AT2G05790",46
"AT3G49130",263
"AT5G25590",44
"AT3G12700",490
"AT3G26210",20
"AT2G04410",13
"AT3G44510",38
"AT2G23670",7
"AT2G01120",17
"AT2G20060",1
"AT5G54570",119
"AT3G47160",23
"AT4G21140",1
"AT1G54490",489
"AT5G07420",488
"AT2G47840",101
"AT3G10270",4
"AT5G47200",65
"AT1G47946",304
"AT3G15580",1
"AT1G72880",5
"AT1G33270",487
"AT2G21385",7
"AT3G29764",43
"AT3G55605",56
"AT5G26570",9
"AT3G02230",16
"AT5G47190",7
"AT4G30660",485
"AT5G47930",8
"AT4G35985",32
"AT5G47950",121
"AT3G06730",9
"AT4G24750",4
"AT2G44080",483
"AT5G52210",259
"AT3G18710",6
"AT5G30510",4
"AT5G01010",3
"AT3G02530",146
"AT5G39320",16
"AT1G49570",157
"AT2G23120",480
"AT4G08960",479
"AT3G48390",170
"AT2G17410",48
"AT3G18050",19
"AT2G03310",478
"AT5G25630",477
"AT4G16520",13
"AT5G47730",85
"AT1G56070",10
"AT3G04290",39
"AT1G48650",2
"AT1G28390",149
"AT3G58610",5
"AT1G80750",8
"AT3G06980",475
"AT4G24260",21
"AT5G37600",27
"AT5G53860",474
"AT3G15500",57
"AT1G07790",17
"AT5G03970",164
"AT3G27820",149
"AT5G27730",94
"AT1G28430",473
"AT3G07100",45
"AT2G27960",13
"AT4G21390",15
"AT4G32640",45
"AT5G43850",24
"AT4G25640",3
"AT2G37080",18
"AT3G06310",23
"AT4G20000",27
"AT2G27100",10
"AT2G22250",16
"AT1G52200",27
"AT3G11820",12
"AT4G29390",8
"AT3G54820",255
"AT3G49890",21
"AT1G23200",34
"AT1G49790",34
"AT1G04980",35
"AT2G18370",251
"AT1G04770",141
"AT3G13230",8
"AT4G02060",17
"AT3G10500",216
"AT1G09970",28
"AT5G42860",21
"AT5G62990",470
